name,date,comment,18 and Under,19 - 24,25 - 29,30 - 34,35 - 39,45 and Above,Combination,Cool,Dark,Dry,Dry Skin,Light,Medium,Medium Dark,Medium Light,Neutral,Normal,Oily,Oily Skin,Warm,tokenized_comments,sentiment_score,sentiment_category_en,sentiment_category,document_vector
jhnsaff,2024-12-09,waktu cobain pas awal productnya lagi hitz banget tapi sayangnya di kulit gak cocok bikin jerawatan sepertinya untuk kulit acne prone kayak aku gak cocok dengan kandungan ceramide aku cobain brand lain yang ada kandungan ceramide juga gak cocok mungkin di product ini memang kandungan utamanya ceramide padahal aku suka nanget dengan teksturnya gel ringan namun entah kenapa agak susah meresap di kulit jadi agak lembab gitu hasilnya di kulit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"['waktu', 'cobain', 'pas', 'awal', 'productnya', 'hitz', 'banget', 'sayangnya', 'kulit', 'gak', 'cocok', 'bikin', 'jerawatan', 'sepertinya', 'kulit', 'acne', 'prone', 'kayak', 'aku', 'gak', 'cocok', 'kandungan', 'ceramide', 'aku', 'cobain', 'brand', 'kandungan', 'ceramide', 'gak', 'cocok', 'mungkin', 'product', 'memang', 'kandungan', 'utamanya', 'ceramide', 'padahal', 'aku', 'suka', 'nanget', 'teksturnya', 'gel', 'ringan', 'entah', 'susah', 'meresap', 'kulit', 'jadi', 'lembab', 'gitu', 'hasilnya', 'kulit']",0.0,Neutral,netral,"[-0.31672114  0.5239969  -0.11402995 -0.05081992  0.16744927 -0.7200538
  0.4049315   1.1956083  -0.49478343 -0.3456853  -0.16484752 -0.8174512
 -0.08126486  0.13850783  0.08552758 -0.33346465  0.3165452  -0.40302593
 -0.06516354 -1.0645895   0.2239034   0.27379507  0.21048953 -0.21478511
 -0.07198036  0.0620807  -0.4122246  -0.3436157  -0.47969612  0.14658332
  0.53135085 -0.12131449  0.29012683 -0.5382233  -0.27297086  0.81916904
  0.05358553 -0.33606222 -0.13853195 -0.8463527   0.04699693 -0.47370178
 -0.23355643  0.11828507  0.4498667  -0.04859533 -0.42928267 -0.08901406
  0.29000062  0.16964626  0.18415517 -0.5478481   0.25545636  0.09720321
 -0.3853112   0.27894416  0.1794993   0.12272136 -0.54401517  0.30308962
 -0.00456074  0.03235511  0.10087743 -0.09769925 -0.45157236  0.6885914
  0.30986002  0.33487496 -0.67317164  0.5894235  -0.48795846  0.19020984
  0.633057   -0.09022348  0.63109946  0.2579645  -0.09447899 -0.08763725
 -0.36192596  0.14766167 -0.5159997   0.00935088 -0.42159808  0.68664265
 -0.20636359 -0.10648677  0.21296042  0.5843596   0.5119789   0.03393043
  0.71341294  0.5669006   0.07197139  0.01729884  0.88933843  0.4009037
  0.27740985 -0.45415914  0.11295085 -0.00835422]"
ajengaaa,2024-12-09,produk hype yang worth to buy kalau kalian cari moisturizer yang nyaman banget baik dari saat pengaplikasian produk setelah produk digunakan dan efek produk yang sesuai harapan produk ini ga nekoneko cari yang lembab tapi ringan bisa meredakan kulit yang iritasi dan breakout jaga skin barrier ya ini jawabannya kalau kalian cari yang anti aging nanganin jerawat tinggal di combine dengan produk lain berbahan aktif karena moisturizer ini aman banget buat dipakai bersamaan dengan produk lain,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"['produk', 'hype', 'worth', 'to', 'buy', 'kalau', 'kalian', 'cari', 'moisturizer', 'nyaman', 'banget', 'baik', 'pengaplikasian', 'produk', 'produk', 'digunakan', 'efek', 'produk', 'sesuai', 'harapan', 'produk', 'ga', 'nekoneko', 'cari', 'lembab', 'ringan', 'meredakan', 'kulit', 'iritasi', 'breakout', 'jaga', 'skin', 'barrier', 'jawabannya', 'kalau', 'kalian', 'cari', 'anti', 'aging', 'nanganin', 'jerawat', 'tinggal', 'combine', 'produk', 'berbahan', 'aktif', 'moisturizer', 'aman', 'banget', 'buat', 'dipakai', 'bersamaan', 'produk']",-0.2263,Negative,negatif,"[-0.2797995   0.46159834 -0.08724326 -0.04329506  0.15476958 -0.64963037
  0.3567109   1.0838289  -0.44398582 -0.3189858  -0.15286057 -0.7328843
 -0.07520498  0.1308573   0.07028472 -0.29374096  0.27437487 -0.36040324
 -0.04090558 -0.95979434  0.19072396  0.24875051  0.18961695 -0.18946758
 -0.07300396  0.06283487 -0.36628598 -0.29742497 -0.44195846  0.13096586
  0.4793167  -0.10603381  0.25136918 -0.45943093 -0.25045425  0.73542756
  0.05457013 -0.3227538  -0.13630354 -0.7590749   0.02654814 -0.41836953
 -0.21987864  0.10710526  0.40854383 -0.0483582  -0.37895703 -0.08561005
  0.2746912   0.16361687  0.16007113 -0.48469076  0.220234    0.08619205
 -0.34556577  0.24611604  0.1498713   0.08675792 -0.48201874  0.25578034
 -0.00353864  0.03254646  0.08829562 -0.08697674 -0.42231923  0.6151146
  0.2774282   0.27806097 -0.61717355  0.5389322  -0.4263248   0.16908762
  0.56102794 -0.07443766  0.55965596  0.24069408 -0.07734633 -0.08337761
 -0.343703    0.13046609 -0.4529438   0.01279782 -0.37928072  0.6286822
 -0.18735857 -0.09010235  0.18854871  0.53406256  0.46439767  0.02113078
  0.64772755  0.4977004   0.06764499  0.03661731  0.7962803   0.374879
  0.2490515  -0.4208459   0.10280142  0.00329276]"
kaisma08,2024-12-09,beli ini yg ukuran besar kirain bakal awet ternyata cepet juga habisny entah waktu itu kulitku lg kering banget atau emang pelembab ini kurang nendang di aku sih biasa aja lembab nya cukup aja dan ga over sampe yg bikin sumuk juga enak dipake sebelum makeup an,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"['beli', 'yg', 'ukuran', 'besar', 'kirain', 'bakal', 'awet', 'ternyata', 'cepet', 'habisny', 'entah', 'waktu', 'kulitku', 'lg', 'kering', 'banget', 'emang', 'pelembab', 'kurang', 'nendang', 'aku', 'sih', 'biasa', 'aja', 'lembab', 'nya', 'cukup', 'aja', 'ga', 'over', 'sampe', 'yg', 'bikin', 'sumuk', 'enak', 'dipake', 'makeup', 'an']",0.0,Neutral,netral,"[-0.2979687   0.47929934 -0.10030913 -0.05040515  0.16261473 -0.6809969
  0.3726439   1.1564817  -0.47117877 -0.33190605 -0.16158453 -0.77033645
 -0.08868024  0.13914223  0.07134877 -0.31516197  0.29747725 -0.3969075
 -0.04485432 -1.0243641   0.21279012  0.2677261   0.19505465 -0.1959972
 -0.08321366  0.05039708 -0.38298562 -0.3166886  -0.47433     0.14305374
  0.50188696 -0.10975724  0.2629936  -0.49421707 -0.2707387   0.77610016
  0.05205693 -0.34155473 -0.14278981 -0.803302    0.01236842 -0.43512747
 -0.22413713  0.12391444  0.4360036  -0.05556934 -0.40342543 -0.09238297
  0.2935885   0.1800025   0.18018219 -0.51219726  0.22900093  0.09099822
 -0.37080687  0.2500694   0.15825051  0.09174602 -0.5115388   0.26947603
  0.01349614  0.04785953  0.07453756 -0.09726517 -0.4504478   0.6479014
  0.29706007  0.29379734 -0.6483198   0.55909836 -0.4480439   0.17244034
  0.5989037  -0.08916026  0.5927167   0.2606678  -0.07150443 -0.07669499
 -0.37159398  0.14070949 -0.46344846  0.00631976 -0.40589386  0.6711297
 -0.17939332 -0.09300402  0.19030301  0.58052415  0.48924768  0.02770809
  0.694973    0.5300752   0.07540419  0.04442758  0.83907807  0.4059958
  0.25908718 -0.4492552   0.11163039  0.00324355]"
alineho,2024-12-09,dari awal kenal skintific paling penasaran sama moisturizer dan toner cerramide barriernya dan sesuai prediksi aku suka sama moisturizernya teksturnya gel tapi bukan tipe yang cepat hilang kelembapannya ada sensasi dingin tiap pakai moist ini tapi bukan minty ya cepat menyerap tidak greasy cocok dipakai pagi maupun malam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"['awal', 'kenal', 'skintific', 'paling', 'penasaran', 'sama', 'moisturizer', 'toner', 'cerramide', 'barriernya', 'sesuai', 'prediksi', 'aku', 'suka', 'sama', 'moisturizernya', 'teksturnya', 'gel', 'bukan', 'tipe', 'cepat', 'hilang', 'kelembapannya', 'sensasi', 'dingin', 'tiap', 'pakai', 'moist', 'bukan', 'minty', 'cepat', 'menyerap', 'greasy', 'cocok', 'dipakai', 'pagi', 'maupun', 'malam']",0.0,Neutral,netral,"[-0.2447593   0.3969291  -0.08953451 -0.04542402  0.13285446 -0.55479074
  0.3104827   0.94091606 -0.3869121  -0.26954702 -0.13138402 -0.6373377
 -0.06761143  0.1105037   0.06066255 -0.26330036  0.24494277 -0.3226366
 -0.0482587  -0.83207256  0.17777956  0.21525863  0.15852508 -0.1673172
 -0.0616231   0.03901723 -0.31867832 -0.2642217  -0.38277838  0.1097509
  0.40705478 -0.08315529  0.22218847 -0.42042914 -0.22268009  0.6353158
  0.03857539 -0.26749533 -0.10865077 -0.6586384   0.02406276 -0.36433968
 -0.17158367  0.09337933  0.35474727 -0.04591217 -0.3385159  -0.06945699
  0.22818814  0.137199    0.14541264 -0.4247579   0.19459124  0.07533531
 -0.3052814   0.21692918  0.13117461  0.09740849 -0.4237571   0.23159248
  0.01478139  0.03542992  0.06883863 -0.07783783 -0.3562803   0.5325758
  0.24223086  0.25573483 -0.51906407  0.454554   -0.3743511   0.15173082
  0.48990175 -0.07639808  0.49020255  0.20824046 -0.06822225 -0.06852158
 -0.28512496  0.11809453 -0.38561282  0.00395286 -0.33911297  0.54248023
 -0.15324683 -0.08003023  0.16291527  0.4683479   0.40029928  0.03197587
  0.5657518   0.4397721   0.06457938  0.02475561  0.69325465  0.32442668
  0.21575047 -0.36397937  0.09156957 -0.0054981 ]"
cocolida,2024-12-08,kulit yg tadinya kusam dan kering bisa langsung tershooting alias lembab pwoll pake moist skintific ini cintaaaaa banget sama produk ini defisinisi murah meriah mantapp pokoknya kalian harus coba bagus banget banget produknyaaa ini,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"['kulit', 'yg', 'tadinya', 'kusam', 'kering', 'langsung', 'tershooting', 'alias', 'lembab', 'pwoll', 'pake', 'moist', 'skintific', 'cintaaaaa', 'banget', 'sama', 'produk', 'defisinisi', 'murah', 'meriah', 'mantapp', 'pokoknya', 'kalian', 'coba', 'bagus', 'banget', 'banget', 'produknyaaa']",0.0,Neutral,netral,"[-0.27035105  0.43997747 -0.08906347 -0.04201703  0.15502416 -0.62896097
  0.3487618   1.0597087  -0.43530688 -0.3067716  -0.14711909 -0.7078442
 -0.07460042  0.12593044  0.07247031 -0.28570068  0.2782065  -0.35232106
 -0.04565153 -0.94576895  0.19526389  0.24300255  0.18016942 -0.18110375
 -0.07166398  0.05404838 -0.3494663  -0.28729105 -0.42892972  0.13504508
  0.4675062  -0.10457939  0.24045916 -0.4571054  -0.24685793  0.7107274
  0.05141949 -0.3134908  -0.13222525 -0.73544705  0.02628701 -0.40247586
 -0.20942502  0.10702109  0.40203574 -0.04643636 -0.37133005 -0.08894413
  0.26503164  0.16448824  0.16376014 -0.47410804  0.20798455  0.08282546
 -0.33791998  0.23140202  0.14698455  0.08537604 -0.47108322  0.24810524
 -0.00361863  0.0319249   0.08198782 -0.0857169  -0.41529757  0.60453546
  0.27218205  0.2742559  -0.60108906  0.52378833 -0.41140705  0.16548963
  0.55116755 -0.07715531  0.5462126   0.23102999 -0.06155874 -0.07245998
 -0.33912656  0.13325354 -0.4414164   0.00590841 -0.37069932  0.61770785
 -0.17427495 -0.08509652  0.17946978  0.5232129   0.4513909   0.01945353
  0.6328659   0.4822383   0.06992231  0.03811875  0.77307004  0.37166217
  0.24971199 -0.40696982  0.0980652   0.00585794]"
Yumna31,2024-12-08,moisturizer yang bagus banget benerbener cocok di kulit aku jadi sangat lembab bakal di repurchase lagi aku udah pakai lama dan sejauh inikulitkuamansenang banget bisa cocok sama moisturizer ini pokoknya recommended semogajuga cocok dikalian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"['moisturizer', 'bagus', 'banget', 'benerbener', 'cocok', 'kulit', 'aku', 'jadi', 'sangat', 'lembab', 'bakal', 'repurchase', 'aku', 'udah', 'pakai', 'lama', 'sejauh', 'inikulitkuamansenang', 'banget', 'cocok', 'sama', 'moisturizer', 'pokoknya', 'recommended', 'semogajuga', 'cocok', 'dikalian']",0.2023,Positive,positif,"[-0.33291328  0.5451137  -0.10967442 -0.05044322  0.18388142 -0.7725571
  0.4308518   1.2972223  -0.5331923  -0.37449905 -0.18301794 -0.8651314
 -0.08974291  0.15158565  0.0849803  -0.3469208   0.3437259  -0.43031287
 -0.06455158 -1.1565806   0.23998539  0.30065748  0.22462517 -0.21808785
 -0.08710602  0.06864594 -0.42708668 -0.35359216 -0.5218381   0.16266777
  0.5738821  -0.13131414  0.30058086 -0.5682612  -0.2989526   0.8762839
  0.06672682 -0.3812681  -0.16234697 -0.90454966  0.03753543 -0.4981387
 -0.25951448  0.12971312  0.49534264 -0.05366623 -0.4608212  -0.10319433
  0.32468218  0.19592535  0.19992405 -0.58496356  0.2609408   0.10086332
 -0.416374    0.29284     0.18234679  0.1091736  -0.57562196  0.30797398
 -0.00588999  0.04103958  0.09979111 -0.10589582 -0.50365233  0.7454858
  0.3325748   0.34670156 -0.73511815  0.63776106 -0.50780594  0.20159541
  0.67835194 -0.09145778  0.67360884  0.27954397 -0.08067194 -0.08665295
 -0.41326714  0.16196187 -0.5484264   0.00765275 -0.45353657  0.755902
 -0.21772747 -0.1066405   0.22464097  0.63893354  0.5476123   0.02106273
  0.77347934  0.59491056  0.08144046  0.04219931  0.9525199   0.4504123
  0.3057539  -0.49858615  0.12065874  0.00489612]"
stellathalia,2024-12-08,moist yang bikin kulit aku kalem saat lagi bruntusan suka banget sama moist ini berkali kali bruntusan tapi di bantu balik lagi sama moist ini udah banyak banget aku repruche sangat rekomen walau kulitnya oily acne prone its so good gais,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,"['moist', 'bikin', 'kulit', 'aku', 'kalem', 'bruntusan', 'suka', 'banget', 'sama', 'moist', 'berkali', 'kali', 'bruntusan', 'bantu', 'balik', 'sama', 'moist', 'udah', 'banyak', 'banget', 'aku', 'repruche', 'sangat', 'rekomen', 'kulitnya', 'oily', 'acne', 'prone', 'its', 'so', 'good', 'gais']",0.5777,Positive,positif,"[-0.29242408  0.472438   -0.09399052 -0.04831837  0.16056788 -0.6777949
  0.370427    1.1360073  -0.46860108 -0.33020568 -0.16257338 -0.7583052
 -0.08181028  0.1377152   0.07504414 -0.3068227   0.29591995 -0.3837562
 -0.04814124 -1.0179832   0.21279982  0.261074    0.19594927 -0.19354248
 -0.07610025  0.05706304 -0.3767013  -0.30708733 -0.46152538  0.14057061
  0.49967995 -0.10904654  0.26102385 -0.48711932 -0.2625227   0.7635497
  0.05619449 -0.33790663 -0.14377414 -0.7886617   0.02418581 -0.42862216
 -0.22705771  0.11752341  0.43199784 -0.05149664 -0.39688462 -0.09011406
  0.28634652  0.17875536  0.1739615  -0.5069024   0.22268975  0.09154821
 -0.362689    0.25081626  0.15860629  0.09228389 -0.5005436   0.26767603
  0.0011659   0.03952372  0.08436749 -0.089353   -0.44509846  0.6470392
  0.28914043  0.2925462  -0.64675134  0.5620415  -0.44273368  0.17767249
  0.59171057 -0.08566706  0.58529     0.25118327 -0.07204038 -0.08154919
 -0.36502033  0.14155222 -0.46889338  0.006126   -0.40065247  0.6668395
 -0.18556622 -0.08726435  0.19311492  0.566254    0.48332956  0.02091182
  0.6781135   0.51875615  0.07283542  0.03987431  0.8301398   0.39580917
  0.2631012  -0.44040605  0.10957676  0.006303  ]"
Tika0511,2024-12-08,sangat melembabkan saya pakai juga maskernya dan benar mencerahkan untuk masker pink untuk moisturizer yang benar melembabkan ini bikin kulit saya tidak kering lagi sukses untuk skintific nanti saya akan coba produk lainnya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"['sangat', 'melembabkan', 'pakai', 'maskernya', 'benar', 'mencerahkan', 'masker', 'pink', 'moisturizer', 'benar', 'melembabkan', 'bikin', 'kulit', 'kering', 'sukses', 'skintific', 'coba', 'produk', 'lainnya']",0.0,Neutral,netral,"[-0.27286574  0.4571092  -0.09072892 -0.04482468  0.1501035  -0.62991124
  0.35435218  1.0498966  -0.4309002  -0.30306655 -0.147996   -0.7149618
 -0.07212723  0.12448494  0.07322273 -0.28100377  0.27615285 -0.34362027
 -0.05485101 -0.93857974  0.19697672  0.23982261  0.1806494  -0.1816865
 -0.06604703  0.06435081 -0.3543063  -0.29641795 -0.41966712  0.1301274
  0.46639022 -0.11042164  0.25182557 -0.47050908 -0.24261336  0.7227449
  0.05465695 -0.30146343 -0.13111456 -0.7416707   0.0372993  -0.41654277
 -0.21335569  0.10352963  0.40009665 -0.04028703 -0.377163   -0.08220778
  0.26214355  0.156055    0.16250423 -0.47956547  0.21734275  0.0820005
 -0.33813286  0.24680911  0.14871737  0.09368173 -0.47424552  0.25862977
 -0.0135773   0.03010085  0.08381028 -0.08557411 -0.4035903   0.60897285
  0.2752479   0.29125047 -0.5969675   0.5217843  -0.41902307  0.16571474
  0.5555388  -0.07180285  0.55775654  0.2292593  -0.07655442 -0.07655587
 -0.32653537  0.13497426 -0.45898747  0.00859663 -0.36700907  0.6100795
 -0.18587501 -0.09011386  0.18644048  0.51291674  0.44753546  0.02040311
  0.63255435  0.49226466  0.06350833  0.02492434  0.7790006   0.36155656
  0.25100526 -0.39776006  0.09386162  0.00335125]"
karinayuniarti_,2024-12-08,skintific baguss bgt untuk calming yang lagi rusak skin barrier nya untk kemerahan bisa mereda ada spatulanya mempermudah traveling dan sangat higienis cepat meresap kekulit dan bisa sebagai primer sebelum makeup hanya saja harus menyerap dahulu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"['skintific', 'baguss', 'bgt', 'calming', 'rusak', 'skin', 'barrier', 'nya', 'untk', 'kemerahan', 'mereda', 'spatulanya', 'mempermudah', 'traveling', 'sangat', 'higienis', 'cepat', 'meresap', 'kekulit', 'primer', 'makeup', 'menyerap']",0.296,Positive,positif,"[-0.24195379  0.4194997  -0.09267174 -0.04063863  0.13373499 -0.5607227
  0.3236438   0.92866343 -0.3829428  -0.26380903 -0.13023382 -0.6495753
 -0.06451321  0.10744718  0.06747501 -0.26417896  0.24063279 -0.3112717
 -0.05702266 -0.82388914  0.17241426  0.22176398  0.16581272 -0.16430722
 -0.0459728   0.05326593 -0.3299537  -0.2790702  -0.37343892  0.10574646
  0.4177494  -0.09721132  0.22972918 -0.42788526 -0.21130829  0.6540206
  0.04513668 -0.26027545 -0.10589398 -0.67458963  0.03898898 -0.38368443
 -0.18479672  0.08556006  0.34907508 -0.03975399 -0.34238517 -0.06220181
  0.22375959  0.12988664  0.14370205 -0.4293834   0.20328389  0.0763169
 -0.30620566  0.22940354  0.14487328  0.0964824  -0.43361613  0.23708354
 -0.00957312  0.01502374  0.0888468  -0.07749303 -0.35109898  0.53987783
  0.23878704  0.27127805 -0.53297585  0.46737015 -0.3904354   0.16290718
  0.4979122  -0.06802131  0.4945256   0.19897023 -0.08842512 -0.07446878
 -0.27747378  0.11552796 -0.41178048  0.00903955 -0.33298585  0.53792846
 -0.172406   -0.0813207   0.17146869  0.4514817   0.39936212  0.03281961
  0.55758923  0.45115903  0.06031968  0.00997569  0.70428836  0.30770025
  0.21463476 -0.34964588  0.08863562 -0.0086102 ]"
adelisajp,2024-12-08,produk ini buat kulit jadi terhidrasi banget si aku yang kulit kombinasi bagian cheeks tergolong dryskin jadi ga gampang kering dan malah terlihat plumpy dipake daily day and night cucok banget aman sentosa ini kulit kalo udah pake sebelum makeup,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"['produk', 'buat', 'kulit', 'jadi', 'terhidrasi', 'banget', 'si', 'aku', 'kulit', 'kombinasi', 'bagian', 'cheeks', 'tergolong', 'dryskin', 'jadi', 'ga', 'gampang', 'kering', 'malah', 'terlihat', 'plumpy', 'dipake', 'daily', 'day', 'and', 'night', 'cucok', 'banget', 'aman', 'sentosa', 'kulit', 'kalo', 'udah', 'pake', 'makeup']",0.0,Neutral,netral,"[-0.28497234  0.47447935 -0.10622977 -0.05300217  0.15696737 -0.65008783
  0.36921346  1.0976619  -0.4501954  -0.31423798 -0.15214816 -0.74206173
 -0.07939077  0.1300584   0.07503772 -0.30077565  0.29618    -0.36826867
 -0.05882544 -0.97800523  0.20440483  0.25869763  0.1868164  -0.18675144
 -0.06951603  0.05142256 -0.36629903 -0.3151347  -0.43990082  0.13720477
  0.48714644 -0.11905274  0.2530693  -0.49382862 -0.25053385  0.75288
  0.05146104 -0.31364933 -0.12620607 -0.76710945  0.0287991  -0.43409872
 -0.22170794  0.11672091  0.41407245 -0.04356125 -0.391942   -0.07755791
  0.2699716   0.16647394  0.17827505 -0.49881482  0.22634153  0.08836385
 -0.36063078  0.25435215  0.16024072  0.09564279 -0.49487042  0.2628347
  0.00261748  0.03779568  0.07720928 -0.09913992 -0.421605    0.625549
  0.2901375   0.3001804  -0.6150233   0.535957   -0.43249592  0.1696234
  0.5804551  -0.0817839   0.57281065  0.24430172 -0.0801217  -0.06916187
 -0.34588447  0.1404361  -0.4656177   0.00488653 -0.38731346  0.6300416
 -0.17889322 -0.09956157  0.18430693  0.535447    0.46520376  0.02735443
  0.6610766   0.5187686   0.07106039  0.03105842  0.80481726  0.37962785
  0.25786734 -0.41777414  0.10014109 -0.00384606]"
cila14,2024-12-08,baguss bgt untuk calming yang lagi rusak skin barrier nya untk kemerahan bisa mereda ada spatulanya mempermudah traveling dan sangat higienis cepat meresap kekulit dan bisa sebagai primer sebelum makeup hanya saja harus menyerap dahulu,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"['baguss', 'bgt', 'calming', 'rusak', 'skin', 'barrier', 'nya', 'untk', 'kemerahan', 'mereda', 'spatulanya', 'mempermudah', 'traveling', 'sangat', 'higienis', 'cepat', 'meresap', 'kekulit', 'primer', 'makeup', 'menyerap']",0.296,Positive,positif,"[-0.23221661  0.40820357 -0.09418122 -0.04007757  0.12895992 -0.53962535
  0.31385416  0.8943799  -0.36900374 -0.25170356 -0.12466057 -0.62807596
 -0.06188633  0.10346029  0.06644567 -0.25592127  0.23409536 -0.3012318
 -0.05882194 -0.7935279   0.1673607   0.21567819  0.15952896 -0.15824986
 -0.04241319  0.05029722 -0.31848344 -0.27418828 -0.35851678  0.10035027
  0.40413493 -0.09628976  0.22220485 -0.4186593  -0.20321308  0.63498145
  0.04341319 -0.24771729 -0.09982089 -0.65258336  0.03843433 -0.37530366
 -0.17787689  0.08303823  0.33694834 -0.03654503 -0.3329784  -0.05616983
  0.21372426  0.12440685  0.14020516 -0.41584656  0.19736749  0.07364231
 -0.29808012  0.22468121  0.14143656  0.09511715 -0.42193016  0.22869532
 -0.00726821  0.01405911  0.08470528 -0.07649188 -0.3364354   0.5201896
  0.2313133   0.26748627 -0.51241004  0.45074266 -0.37847942  0.1579013
  0.4818588  -0.0655991   0.47827426  0.1917309  -0.0892299  -0.0693092
 -0.2649873   0.112417   -0.39912924  0.0070039  -0.32313353  0.5163812
 -0.16572402 -0.08065065  0.16529249  0.43376732  0.38553378  0.03400472
  0.5381686   0.43971944  0.05894086  0.00891993  0.6798726   0.29612404
  0.20716313 -0.33523557  0.08376031 -0.01155836]"
ii_conie,2024-12-08,pelembab terampuh untuk kulit geradakan aku sering pakai ini kalau habis eksfoliasi buat kulit aku jadi lembut dan gak iritasi setelah eksfoliasi kulit jadi lembab dan kenyal dipakai sebelum makeup juga bagus hasil makeup jadi flawless,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"['pelembab', 'terampuh', 'kulit', 'geradakan', 'aku', 'sering', 'pakai', 'kalau', 'habis', 'eksfoliasi', 'buat', 'kulit', 'aku', 'jadi', 'lembut', 'gak', 'iritasi', 'eksfoliasi', 'kulit', 'jadi', 'lembab', 'kenyal', 'dipakai', 'makeup', 'bagus', 'hasil', 'makeup', 'jadi', 'flawless']",0.5106,Positive,positif,"[-3.16824019e-01  5.30724704e-01 -1.21788934e-01 -6.57861829e-02
  1.74660534e-01 -7.18573511e-01  4.14854974e-01  1.21383166e+00
 -4.99306113e-01 -3.45030159e-01 -1.68603212e-01 -8.24917853e-01
 -8.88557658e-02  1.43460691e-01  8.42383578e-02 -3.31624866e-01
  3.31856400e-01 -4.11405534e-01 -6.89315870e-02 -1.08573568e+00
  2.26448968e-01  2.89080173e-01  2.07029462e-01 -2.05955341e-01
 -7.29265660e-02  5.51363528e-02 -4.05612111e-01 -3.58399272e-01
 -4.85032082e-01  1.48922443e-01  5.40712953e-01 -1.33253038e-01
  2.82049954e-01 -5.61024308e-01 -2.80764997e-01  8.36033225e-01
  5.66027537e-02 -3.41248840e-01 -1.36380479e-01 -8.51268053e-01
  3.74572910e-02 -4.87808585e-01 -2.47970253e-01  1.27702758e-01
  4.60660964e-01 -4.27872203e-02 -4.39038545e-01 -8.39130059e-02
  2.93464869e-01  1.84213668e-01  2.00569957e-01 -5.53479552e-01
  2.55097091e-01  1.00496486e-01 -4.01484400e-01  2.89538413e-01
  1.80843383e-01  1.06463082e-01 -5.48797786e-01  2.97292084e-01
  6.45013875e-04  4.14424911e-02  8.19611326e-02 -1.15662575e-01
 -4.62428510e-01  6.91817164e-01  3.25934052e-01  3.42982471e-01
 -6.76648736e-01  5.90153337e-01 -4.80158359e-01  1.88044235e-01
  6.46229208e-01 -8.88149738e-02  6.39122427e-01  2.68448889e-01
 -9.77648199e-02 -7.40589276e-02 -3.77545416e-01  1.59004658e-01
 -5.21759748e-01  5.72986994e-03 -4.28877085e-01  6.90226853e-01
 -1.96105495e-01 -1.12991706e-01  2.08756238e-01  5.88337421e-01
  5.17405272e-01  2.86657792e-02  7.32930243e-01  5.81500530e-01
  7.50027150e-02  2.69054640e-02  8.91732275e-01  4.21898454e-01
  2.92713821e-01 -4.58976656e-01  1.06839344e-01 -3.36830900e-03]"
